"Supplemental Table 1: DogFiler multi-breed database (see Wictum et al. Developmental validation of DogFiler, a novel multiplex for canine DNA profiling in forensic casework, Forensic Sci. Int. Genet. (2012), http://dx.doi.org/10.1016/j.fsigen.2012.07.001)"																																		
	Breed	VGL0760		VGL0910		VGL1063		VGL1165		VGL1541		VGL1606		VGL1828		VGL2009		VGL2136		VGL2409		VGL2918		VGL3008		VGL3112		VGL3235		VGL3438				
1819	Rhodesian Ridgeback	13	21.2	18.1	21.1	9	13	26	28	18	19	17	18	15	19	14	14	9	13	16	17	12	13	17	18	13	14	14	15	16	19			
1820	Rhodesian Ridgeback	12	12	18.1	19.1	8	12	21	27	20	20	17	18	17	21	13	13	15	15	13	16	14	15	18	21	11	12	13	18	14	21			
1821	Rhodesian Ridgeback	21.2	24.2	16.1	17.1	14	14	17	17	15	22	17	17	19	20	13	14	9	9	18	18	16	17.3	15	18	13	14	16	16	15	16			
1822	Rhodesian Ridgeback	22.2	23.2	14	16.1	14	18	21	26	16	20	17	18	16	20	9	13	9	13	14	18	13	14	17	17	12	14	12	16	12	15			
1823	Rhodesian Ridgeback	23.2	23.2	17.1	19.1	19	19	26	26	17	17	17	18	17	22	13	13	8	16	14	16	12	13	17	17	13	14	12	16	15	16			
1824	Rhodesian Ridgeback	23.2	23.2	14	17.1	14	19	14	16	18	20	17	18	16	22	9	13	10	13	14	18	13	13	14	17	13	13	14	16	14	15			
1825	Rottweiler	21.2	23.2	12	18.1	13	13	18	18	18	20	15	16	16	19	12	15	9	9	18	18	19.3	19.3	17	20	12	14	17	17	13	15			
1826	Rottweiler	18.2	22.2	12	19.1	13	19	14	26	19	19	17	19	15	19	11	14	8	13	15	20	15	19.3	14	16	14	18	17	17	12	12			
1827	Rottweiler	14	22.2	18.1	20.1	13	20	14	29	19	19	16	19	15	16	11	14	9	13	15	19	13	19.3	15	18	14	15	17	19	12	14			
1828	Rottweiler	22.2	23.2	19.1	19.1	13	13	14	14	17	19	15	19	15	15	14	14	9	15	15	15	19.3	20.3	14	18	13	14	17	18	12	17			
1829	Rottweiler	22.2	23.2	19.1	20.1	13	13	18	26	19	19	16	19	15	15	14	14	8	9	15	18	14	19.3	18	18	12	14	14	17	16	17			
1830	Rottweiler	22.2	22.2	18.1	19.1	13	20	14	18	18	19	17	19	15	20	14	14	9	9	17	18	16	19.3	14	18	13	14	17	17	12	12			
1831	Rottweiler	23.2	23.2	12	19.1	13	13	14	14	18	19	16	16	15	15	11	11	8	15	15	16	13	19.3	18	20	17	17	17	20	12	12			
1832	Rottweiler	21.2	24.2	12	19.1	13	15	16	29	17	18	17	17	15	15	14	14	8	8	15	20	19.3	20.3	17	18	14	15	17	17	12	15			
1833	Rottweiler	23.2	24.2	12	12	13	13	14	19	18	19	16	17	15	19	14	15	8	15	13	15	14	19.3	17	18	12	12	17	18	12	17			
1834	Saint Bernard	20.2	21.2	21.1	22.1	14	19	18	21	17	20	19	19	16	20	9	14	8	8	17	17	15	19.3	18	18	12	12	12	14	12	13			
1835	Saint Bernard	20.2	20.2	12	21.1	14	20	19	29	17	20	18	20	20	24	14	15	8	9	13	17	14	17.3	17	18	16	16	14	16	12	13			
1836	Saint Bernard	20.2	21.2	12	21.1	14	14	15	18	20	20	19	19	16	16	9	14	9	13	13	17	15	19.3	17	18	16	16	14	14	12	18			
1837	Saint Bernard	20.2	20.2	18.1	19.1	14	14	18	19	17	18	18	19	15	15	9	14	8	9	17	17	19.3	19.3	17	18	12	12	14	14	18	18			
1838	Saint Bernard	22.2	23.2	12	18.1	14	14	17	23	16	17	17	21	15	15	9	14	8	9	17	17	15	17.3	17	17	12	12	13	16	16	20			
1839	Saint Bernard	12	20.2	12	20.1	14	19	19	28	17	17	16	17	15	20	10	15	8	8	17	17	14	20.3	17	17	12	12	14	16	14	18			
1840	Saint Bernard	13	22.2	21.1	21.1	19	20	19	29	16	18	21	21	16	16	9	14	9	9	17	19	15	15	17	17	12	12	14	16	12	12			
1841	Saint Bernard	20.2	21.2	19.1	19.1	13	15	15	28	18	22	15	17	14	20	14	14	9	14	14	15	13	20.3	17	18	16	16	14	18	16	16			
1842	Saint Bernard	12	13	20.1	20.1	14	14	29	29	18	20	16	20	15	15	9	14	8	8	17	17	14	19.3	17	17	12	12	13	15	18	19			
1843	Saint Bernard	13	13	18.1	18.1	14	14	19	29	17	18	19	19	16	20	9	13	9	15	18	18	14	14	17	17	12	12	14	14	18	18			
1844	Saluki 	20.2	21.2	17.1	17.1	13	15	25	29	16	20	17	18	15	20	13	14	8	8	15	18	13	13	12	16	13	16	16	16	14	16			
1845	Saluki 	14	22.2	19.1	21.1	13	19	14	28	17	17	17	17	15	20	12	13	13	13	17	18	12	23.3	12	15	11	16	15	18	14	18			
1846	Saluki 	15	20.2	18.1	20.1	13	14	26	28	16	17	17	18	20	22	13	13	8	15	16	18	13	13	12	16	13	16	17	17	14	16			
1847	Saluki 	20.2	21.2	17.1	19.1	14	18	22	27	16	17	17	17	15	20	13	14	9	13	18	19	11	13	16	16	14	15	16	17	14	14			
1848	Saluki 	14	19.2	17.1	20.1	14	19	15	28	17	19	17	18	20	21	13	15	9	9	16	18	12	21.3	12	16	11	16	15	16	14	14			
1849	Saluki 	19.2	21.2	17.1	20.1	14	19	25	26	16	18	17	18	15	15	13	15	9	14	16	16	13	17.3	16	16	12	16	15	16	12	14			
1850	Saluki 	14	22.2	17.1	20.1	13	14	25	28	17	17	17	18	20	20	13	15	9	9	16	16	12	23.3	12	16	13	16	15	15	14	16			
1851	Saluki 	20.2	20.2	17.1	19.1	13	13	23	25	17	17	16	18	15	16	13	13	8	9	16	18	13	13	16	16	11	15	15	15	14	14			
1852	Saluki 	21.2	21.2	16.1	17.1	19	19	22	30	17	18	17	18	20	21	13	13	12	14	17	18	13	21.3	14	16	12	12	17	18	14	14			
1853	Samoyed	12	21.2	17.1	22.1	12	14	24	26	18	18	15	17	19	20	11	14	9	9	15	17	14	14	14	16	11	11	12	12	12	17			
1854	Samoyed	14	21.2	16.1	17.1	13	17	22	24	15	20	16	18	17	18	13	15	14	14	16	16	17.3	17.3	17	19	13	15	14	14	14	14			
1855	Samoyed	12	14	17.1	20.1	12	12	14	24	18	19	15	15	19	19	9	11	15	16	15	17	14	16	16	22	13	17	12	13	12	17			
1856	Samoyed	21.2	21.2	18.1	21.1	17	17	14	26	17	18	18	19	19	19	11	14	9	15	13	14	14	14	17	22	11	16	12	12	12	12			
1857	Samoyed	12	18.2	20.1	20.1	16	18	17	29	21	21	18	18	16	20	13	15	8	15	17	20	12	13	10	18	12	12	13	15	12	12			
1858	Samoyed	13	22.2	17.1	20.1	12	20	24	26	18	19	15	17	19	20	11	13	9	14	17	18	14	15	14	16	13	16	12	14	12	17			
1859	Sapsaree 	22.2	22.2	16.1	20.1	13	18	27	29	15	18	17	22	19	19	11	11	9	16	16	16	15	15	10	10	11	11	14	15	12	16			
1860	Schipperke 	12	23.2	13	13	12	17	19	19	18	18	18	19	20	20	9	9	9	12	17	17	12	14	20	20	13	13	14	14	12	14			
1861	Schipperke 	12	12	13	21.1	17	19	21	21	18	18	18	20	17	20	9	9	9	16	17	17	13	13	14	20	14	15	15	16	14	14			
1862	Schipperke 	12	24.2	13	20.1	14	19	16	21	18	18	19	21	19	19	9	9	12	12	17	18	17.3	17.3	14	20	13	15	14	15	14	14			
1863	"Schnauzer, Miniature "	20.2	22.2	19.1	19.1	13	18	20	20	22	22	14	19	17	19	15	15	15	16	18	18	18.3	23.3	18	18	13	13	15	15	12	14			
1864	"Schnauzer, Miniature "	20.2	22.2	13	19.1	13	18	18	20	18	22	14	19	17	19	15	15	8	12	17	19	13	17.3	18	19	13	13	15	15	14	14			
1865	"Schnauzer, Miniature "	20.2	20.2	13	19.1	13	13	17	28	19	22	16	18	19	19	14	14	12	15	17	18	13	13	18	18	13	13	15	21	14	19			
1866	"Schnauzer, Miniature "	24.2	24.2	17.1	19.1	13	15	17	28	22	22	14	18	17	17	15	15	13	14	18	19	17.3	17.3	16	18	13	13	15	21	14	16			
1867	"Schnauzer, Miniature "	20.2	20.2	13	17.1	15	18	16	28	18	22	14	18	17	17	13	14	8	15	17	18	17.3	18.3	18	18	13	13	15	15	14	14			
1868	"Schnauzer, Miniature "	13	20.2	17.1	19.1	8	8	20	26	18	19	14	14	16	17	15	15	13	16	17	18	12	18.3	18	18	13	13	15	15	14	16			
1869	"Schnauzer, Miniature "	20.2	23.2	19.1	24.1	13	20	17	28	17	22	16	16	17	22	13	15	16	16	16	18	15	18.3	17	18	13	13	15	15	14	16			
1870	"Schnauzer, Miniature "	13	13	13	20.1	8	13	25	25	18	18	14	14	17	17	15	15	15	16	16	17	16	16	18	18	13	13	15	17	12	14			
1871	"Schnauzer, Miniature "	21.2	24.2	13	24.1	8	18	17	26	19	21	14	14	17	22	14	14	8	13	17	18	12	18.3	16	18	13	13	15	15	14	18			
1872	"Schnauzer, Miniature "	13	20.2	13	24.1	13	14	17	25	16	18	14	18	17	17	14	15	13	16	17	18	15	23.3	18	18	12	13	15	15	14	16			
1873	"Schnauzer, Miniature "	13	24.2	13	17.1	18	18	20	25	17	21	14	18	16	17	14	14	13	13	16	17	14	15	18	18	13	13	13	15	14	14			
1874	"Schnauzer, Miniature "	22.2	24.2	13	19.1	13	18	20	25	22	22	14	14	17	17	15	15	8	8	18	18	13	22.3	16	18	13	13	15	15	14	15			
1875	"Schnauzer, Miniature "	13	24.2	13	19.1	13	19	20	25	16	19	14	14	17	17	15	15	8	16	17	18	18.3	22.3	18	18	13	13	13	15	14	16			
1876	"Schnauzer, Miniature "	24.2	24.2	19.1	19.1	18	18	20	25	22	22	14	18	17	17	15	15	9	9	17	18	13	18.3	16	18	13	13	15	15	14	19			
1877	"Schnauzer, Miniature "	13	24.2	19.1	24.1	8	18	25	26	18	22	14	14	16	17	15	15	8	15	17	18	13	22.3	18	18	13	13	15	20	16	16			
1878	"Schnauzer, Standard "	13	24.2	13	17.1	14	18	20	21	22	23	14	19	17	18	13	15	8	15	16	17	13	14	18	19	13	13	13	15	14	14			
1879	"Schnauzer, Standard "	20.2	20.2	13	23.1	18	18	20	25	22	22	14	19	19	19	13	14	15	16	17	18	13	18.3	16	18	12	13	14	15	12	15			
1880	"Schnauzer, Standard "	20.2	21.2	23	24.1	15	18	20	25	18	22	14	14	17	18	15	15	8	9	16	18	13	18.3	16	16	13	13	15	15	14	14			
1881	"Schnauzer, Standard "	20.2	21.2	13	19.1	8	15	19	20	18	22	14	14	19	19	9	13	8	9	17	18	13	13	17	18	13	13	15	15	14	14			
1882	"Schnauzer, Standard "	20.2	20.2	13	19.1	18	18	19	25	18	21	14	18	17	17	14	15	9	14	18	19	14	23.3	16	19	13	13	13	16	14	16			
1883	"Schnauzer, Standard "	20.2	22.2	13	20.1	8	18	19	20	15	22	14	19	17	18	14	15	13	15	17	18	13	23.3	15	19	12	13	13	18	14	16			
1884	"Schnauzer, Standard "	21.2	22.2	19.1	20.1	18	19	20	25	22	23	16	18	17	22	15	15	9	15	16	17	18.3	23.3	16	18	13	13	15	15	14	14			
1885	"Schnauzer, Standard "	20.2	24.2	19.1	20.1	8	13	26	30	22	22	14	19	19	21	9	14	8	13	16	18	17.3	18.3	16	18	13	13	15	20	14	14			
1886	"Schnauzer, Standard "	20.2	24.2	19.1	23.1	13	13	20	21	22	22	14	19	19	19	14	15	13	15	16	16	19.3	23.3	16	19	12	13	15	15	14	18			
1887	"Schnauzer, Standard "	20.2	20.2	19.1	19.1	8	8	20	20	22	23	15	19	16	16	14	14	15	15	16	16	16	22.3	18	18	12	13	14	15	14	16			
1888	"Schnauzer, Standard "	14	22.2	13	13	8	13	20	26	16	22	19	19	17	19	14	14	8	13	17	19	12	18.3	18	18	13	13	15	15	15	16			
1889	"Schnauzer, Standard "	13	20.2	19.1	24.1	13	19	20	25	18	19	19	20	16	19	14	15	14	16	16	17	18.3	18.3	13	16	12	13	15	15	14	16			
1890	"Schnauzer, Standard "	20.2	21.2	23	24.1	15	15	20	25	22	22	14	14	17	17	15	15	8	12	17	18	18.3	23.3	16	17	13	14	13	15	14	16			
1891	"Schnauzer, Standard "	12	12	16.1	17.1	11	11	19	19	20	25	19	19	19	19	13	13	13	13	16	18	12	13	18	19	11	13	13	14	13	14			
1892	"Schnauzer, Standard "	12	21.2	19.1	19.1	11	17	19	19	20	25	18	19	19	19	13	16	14	14	18	18	12	13	18	20	11	13	14	15	13	13			
1893	"Schnauzer, Standard "	21.2	21.2	16.1	17.1	14	18	19	19	16	20	17	18	19	20	15	16	13	14	18	18	12	13	19	19	11	11	13	16	12	14			
1894	"Schnauzer, Standard "	12	18.2	17.1	19.1	15	17	17	29	19	25	18	19	14	16	13	16	13	14	18	18	13	13	18	19	11	13	13	13	14	15			
1895	"Schnauzer, Standard "	12	21.2	16.1	17.1	15	17	19	19	25	25	18	19	16	16	13	14	9	13	16	18	12	13	18	18	13	13	13	14	12	13			
1896	Scottish Deerhound 	21.2	21.2	17.1	17.1	12	18	20	26	19	19	16	16	20	23	9	14	9	9	18	19	20.3	23.3	18	19	13	13	13	13	15	16			
1897	Scottish Deerhound 	12	22.2	16.1	16.1	12	18	20	25	17	19	16	17	18	21	14	14	9	15	18	18	20.3	23.3	15	19	13	15	13	13	15	16			
1898	Scottish Deerhound 	21.2	21.2	16.1	17.1	12	12	25	25	19	20	18	18	20	23	14	14	9	13	18	18	20.3	22.3	19	19	15	15	13	13	15	16			
1899	Scottish Terrier	20.2	24.2	19.1	19.1	9	9	18	18	17	20	17	18	17	18	14	14	15	15	13	16	13	14	17	18	11	16	13	14	14	14			
1900	Scottish Terrier	24.2	25.2	19.1	19.1	9	18	17	18	19	20	18	18	18	18	13	15	8	15	18	19	13	18.3	17	18	11	16	13	14	12	17			
1901	Scottish Terrier	20.2	20.2	19.1	19.1	15	16	18	21	17	20	16	18	18	18	13	15	15	15	18	18	12	13	17	17	11	11	14	14	18	18			
1902	Scottish Terrier	21.2	23.2	19.1	19.1	12	13	18	18	17	20	16	17	17	18	14	14	9	15	14	16	12	15	17	17	11	11	13	18	12	14			
1903	Scottish Terrier	24.2	24.2	18.1	19.1	9	12	21	21	15	19	16	17	18	18	13	15	15	15	16	16	14	14	18	19	11	13	13	14	14	14			
1904	Scottish Terrier	21.2	24.2	17.1	20.1	13	15	18	18	15	20	17	20	18	18	13	15	14	15	14	19	12	12	17	17	11	11	14	18	14	14			
1905	Scottish Terrier	21.2	24.2	19.1	19.1	9	12	18	24	18	19	18	19	17	17	14	15	15	15	16	18	14	17.3	18	19	11	13	14	18	13	14			
1906	Scottish Terrier	23.2	24.2	19.1	19.1	9	19	20	21	16	17	18	18	17	18	15	15	9	9	16	16	19.3	19.3	17	20	11	11	14	18	14	14			
1907	Scottish Terrier	21.2	26.2	17.1	19.1	9	18	18	21	15	20	16	20	18	18	13	13	9	10	16	19	19.3	19.3	17	17	13	16	13	14	14	18			
1908	Sealyham Terrier 	12	12	13	19.1	12	18	26	26	18	19	17	17	17	19	9	13	12	14	13	15	13	17.3	17	17	13	13	13	16	14	14			
1909	Sealyham Terrier 	15	21.2	19.1	19.1	13	13	26	26	19	19	19	19	19	19	9	9	12	13	16	18	13	17.3	17	17	11	13	13	16	14	14			
1910	Shar Pei	24.2	25.2	19.1	22.1	13	18	15	15	18	20	18	20	16	20	11	16	8	15	15	17	12	18.3	12	17	14	16	13	13	12	12			
1911	Shar Pei	13	14	19.1	19.1	9	14	21	22	16	20	16	18	16	20	14	15	8	13	16	16	14	20.3	15	15	13	16	12	18	17	17			
1912	Shar Pei	13	13	17.1	18.1	15	18	15	16	20	20	15	21	19	19	11	15	11	16	16	18	15	16	13	15	11	15	13	15	12	20.1			
1913	Shar Pei	12	20.2	13	17.1	9	18	15	31	17	20	20	20	19	21	11	15	13	15	17	18	12	13	12	12	13	13	16	17	15	17			
1914	Shar Pei	13	14	21.1	21.1	13	15	15	32	18	20	19	19	21	21	11	11	11	16	18	18	14	21.3	12	13	16	16	13	18	12	12			
1915	Shetland Sheepdog	13	14	19.1	21.1	9	20	21	26	18	19	17	18	16	16	13	13	9	9	17	18	13	14	18	22	14	14	15	15	15	15			
1916	Shetland Sheepdog	13	13	17.1	19.1	19	20	27	27	18	19	17	17	16	19	13	14	9	16	18	18	12	13	19	19	12	13	16	16	14	18			
1917	Shetland Sheepdog	13	20.2	19.1	21.1	9	20	27	27	19	19	17	17	15	19	11	14	12	16	18	18	14	15	19	19	15	16	16	16	15	18			
1918	Shetland Sheepdog	13	21.2	19.1	22.1	12	12	27	27	18	19	16	17	16	18.3	11	14	9	15	17	17	14	19.3	19	19	13	13	16	16	15	18			
1919	Shetland Sheepdog	13	13	19.1	21.1	12	12	18	27	18	19	16	20	16	16	13	14	9	13	18	18	15	19.3	17	20	13	15	16	16	15	18			
1920	Shetland Sheepdog	13	21.2	13	19.1	12	12	15	26	17	18	11	18	15	15	11	11	14	14	16	19	15	15	17	19	13	13	14	15	21	21			
1921	Shetland Sheepdog	21.2	23.2	16.1	20.1	10	14	21	27	19	21	17	17	17	20	13	15	9	11	13	18	13	20.3	16	17	13	13	15	18	13	14			
1922	Shetland Sheepdog	20.2	22.2	17.1	21.1	13	15	26	27	17	17	16	17	15	17	11	14	13	15	17	18	13	15	17	19	13	16	15	16	15	18			
1923	Shetland Sheepdog	19.2	19.2	20.1	20.1	12	21	26	27	17	19	16	17	17	17	13	13	9	12	15	17	14	15	19	22	13	16	16	16	15	18			
1924	Shetland Sheepdog	21.2	22.2	19.1	22.1	12	12	18	27	18	19	17	18	15	17	13	14	9	16	18	18	15	15	18	19	12	13	16	16	15	18			
1925	Shetland Sheepdog	20.2	22.2	19.1	21.1	9	20	27	27	17	18	17	17	16	16	11	13	16	16	18	18	15	15	16	16	13	13	16	16	17	19			
1926	Shetland Sheepdog	21.2	22.2	19.1	21.1	12	21	18	24	17	18	15	16	17	17	10	10	13	13	16	16	13	15	15	18	11	13	16	16	15	18			
1927	Shetland Sheepdog	20.2	20.2	19.1	19.1	19	20	26	27	19	21	18	18	15	16	13	14	9	16	18	18	13	19.3	16	19	13	13	16	16	14	19			
1928	Shetland Sheepdog	20.2	22.2	19.1	22.1	12	15	24	27	17	18	16	22	15	19	11	13	16	16	15	18	19.3	19.3	17	19	11	13	14	17	15	15			
1929	Shetland Sheepdog	21.2	21.2	21.1	22.1	17	20	18	21	18	19	16	18	16	17	11	13	16	16	18	18	13	15	16	17	12	16	15	16	18	18			
1930	Shetland Sheepdog	13	20.2	20.1	20.1	12	12	26	27	18	19	14	18	15	19	11	11	13	16	18	18	13	14	16	18	13	15	16	16	14	18			
1931	Shetland Sheepdog	19.2	22.2	20.1	22.1	15	18	18	26	19	20	19	20	16	17	13	13	12	12	15	17	13	15	17	19	13	16	16	16	15	15			
1932	Shetland Sheepdog	13	20.2	19.1	19.1	20	20	27	27	18	19	18	18	16	17	13	14	9	16	17	17	13	14	19	21	13	13	16	16	18	18			
1933	Shetland Sheepdog	13	21.2	19.1	19.1	12	12	20	26	18	21	16	17	16	19	13	13	9	13	18	18	15	15	18	22	13	13	16	16	14	18			
1934	Shetland Sheepdog	20.2	21.2	19.1	21.1	12	12	20	27	18	21	16	18	16	16	13	13	13	16	18	18	15	15	15	22	13	13	16	16	14	18			
1935	Shetland Sheepdog	13	20.2	20.1	20.1	20	21	18	26	18	19	16	16	16	17	11	14	9	16	18	18	15	19.3	16	18	13	13	16	16	15	19			
1936	Shetland Sheepdog	13	20.2	19.1	21.1	12	21	24	26	17	18	17	18	17	17	10	11	12	13	18	19	15	19.3	17	19	12	13	14	16	16	17			
1937	Shetland Sheepdog	13	13	17.1	21.1	12	20	26	26	18	19	16	18	16	19	11	14	12	16	17	17	15	15	18	19	14	16	16	16	15	18			
1938	Shetland Sheepdog	13	20.2	19.1	22.1	19	20	26	27	17	18	17	17	16	17	13	14	9	16	17	18	13	15	19	22	13	15	16	16	15	17			
1939	Shetland Sheepdog	13	13	20.1	21.1	19	21	26	27	17	17	17	18	17	19	13	13	16	16	13	18	14	15	19	19	13	15	16	16	15	19			
1940	Shetland Sheepdog	13	23.2	19.1	20.1	12	12	26	27	18	18	17	17	16	17	13	13	9	16	17	18	19.3	19.3	19	19	13	13	16	16	18	19			
1941	Shetland Sheepdog	13	23.2	19.1	22.1	12	20	27	27	18	18	16	17	16	16	13	14	9	13	17	18	15	19.3	19	22	13	13	16	16	15	19			
1942	Shetland Sheepdog	13	23.2	21.1	21.1	9	16	20	24	16	16	16	19	16	17	13	14	11	14	15	17	12	14	19	19	11	11	14	21	14	16			
1943	Shetland Sheepdog	13	21.2	19.1	21.1	12	20	21	26	19	19	14	19	16	20	14	14	13	16	16	18	15	19.3	18	19	15	16	16	16	14	19			
1944	Shetland Sheepdog	20.2	22.2	17.1	19.1	9	12	26	27	17	19	14	16	16	17	13	13	13	16	15	17	15	15	16	19	13	16	16	16	12	17			
1945	Shetland Sheepdog	14	22.2	19.1	21.1	9	12	18	27	18	18	14	17	16	17	11	13	9	9	18	18	12	13	18	22	12	13	16	16	18	19			
1946	Shetland Sheepdog	13	20.2	20.1	21.1	9	20	26	26	17	17	14	16	16	19	13	14	9	9	13	18	13	13	19	19	13	13	16	16	15	17			
1947	Shetland Sheepdog	13	20.2	18.1	21.1	12	15	27	27	17	20	17	18	16	19	13	13	9	12	18	18	13	15	15	15	13	13	16	16	18	18			
1948	Shiba Inu	13	17	19.1	19.1	14	14	26	27	16	22	19	19	18	22	13	13	17	17	15	18	19.3	19.3	18	18	12	13	12	13	12	13			
1949	Shiba Inu	13	13	19.1	19.1	14	14	27	28	16	18	14	20	20.3	21	13	13	9	14	16	18	14	19.3	12	18	12	13	12	17	15	16			
1950	Shiba Inu	14	14	19.1	19.1	14	16	30	31	18	23	14	16	15	21	12	13	9	14	16	16	19.3	22.3	14	17	11	13	12	13	12	12			
1951	Shiba Inu	13	13	19.1	19.1	14	18	27	31	16	17	13.3	13.3	19	21	13	13	9	14	16	19	19.3	19.3	14	18	11	11	12	17	11	13			
1952	Shih Tzu	12	12	19.1	20.1	8	17	23	23	17	21	16	19	19	19	13	14	13	15	18	18	12	20.3	22	22	15	16	13	18	19	19			
1953	Shih Tzu	18.2	22.2	19.1	20.1	8	12	19	21	16	21	16	19	19	21	15	15	9	13	16	18	13	20.3	10	21	12	15	15	16	14	18			
1954	Shih Tzu	22.2	22.2	19.1	19.1	14	15	19	21	17	18	18	19	19.3	20	15	15	9	17	16	19	13	13	15	17	13	15	15	18	15	19			
1955	Shih Tzu	12	22.2	20.1	21.1	12	15	19	23	16	20	19	19	19	19	13	15	13	15	18	19	20.3	20.3	10	22	12	16	15	16	14	18			
1956	Shih Tzu	23.2	23.2	19.1	20.1	14	18	27	29	16	18	19	19	16	19	13	14	8	8	15	16	13	14	10	17	12	12	15	16	18	19			
1957	Shih Tzu	22.2	22.2	20.1	21.1	15	15	21	23	16	17	18	19	19	22.3	15	15	9	13	15	19	13	20.3	10	21	13	15	16	16	12	14			
1958	Shih Tzu	12	23.2	20.1	21.1	12	18	19	22	14	16	18	19	19.3	21	14	15	13	15	16	17	12	14	17	17	12	15	16	18	14	19			
1959	Shih Tzu	12	22.2	20.1	21.1	14	14	19	21	16	17	18	18	19	20	10	13	9	13	15	16	20.3	21.3	17	21	12	15	15	16	14	18			
1960	Shih Tzu	12	18.2	19.1	19.1	12	12	19	19	19	20	17	20	19	19	13	15	9	14	16	17	12	13	10	21	12	15	16	16	12	19			
1961	Shih Tzu	12	22.2	19.1	21.1	12	14	20	21	17	21	18	20	17	19	13	13	9	14	16	18	12	20.3	10	20	12	14	16	16	19	19			
1962	Shih Tzu	18.2	23.2	19.1	21.1	13	18	21	23	18	21	18	18	19	19.3	13	13	13	13	16	18	13	13	12	22	14	15	16	17	19	19			
1963	Shih Tzu	18.2	23.2	19.1	21.1	13	19	23	23	16	18	18	18	19	21	13	15	8	13	16	18	12	13	12	21	13	15	16	16	14	19			
1964	Shih Tzu	12	18.2	19.1	19.1	12	14	19	23	16	19	18	18	19	20	10	14	8	15	16	18	12	12	17	18	13	15	18	18	12	18			
1965	Shih Tzu	12	25.2	17.1	19.1	14	15	19	23	16	20	19	21	19	21	14	15	8	9	16	18	12	13	10	17	11	15	16	16	19	21			
1966	Shih Tzu	12	22.2	19.1	20.1	8	15	20	23	16	20	18	20	19	19	13	15	8	12	13	17	19.3	20.3	10	21	12	13	16	18	12	19			
1967	Shih Tzu	12	14	19.1	20.1	12	15	21	27	15	20	16	19	19	19.3	12	15	13	15	16	19	13	13	17	20	12	16	15	16	19	19			
1968	Shih Tzu	12	20.2	19.1	21.1	13	18	21	23	16	17	18	18	17	21	13	15	8	8	16	16	17	20.3	10	16	12	14	16	16	12	12			
1969	Shih Tzu	22.2	22.2	19.1	20.1	12	18	29	29	19	21	19	19	19	19	13	13	13	13	16	16	12	14	10	15	15	16	16	16	19	19			
1970	Shih Tzu	18.2	22.2	19.1	19.1	12	18	23	23	17	21	16	20	19	19	13	15	15	15	15	16	12	14	17	17	12	15	15	16	14	19			
1971	Shih Tzu	22.2	22.2	19.1	19.1	12	15	19	19	19	20	17	17	19	19	15	15	9	15	18	18	13	13	10	10	15	17	16	17	19	19			
1972	Shih Tzu	18.2	22.2	19.1	20.1	14	14	23	23	16	21	18	20	17	21	13	13	13	14	16	19	12	14	10	17	12	15	15	16	14	14			
1973	Shih Tzu	21.2	23.2	19.1	19.1	18	18	26	26	17	21	16	19	19	19	15	15	15	15	13	13	13	14	21	21	11	12	14	18	19	19			
1974	Shih Tzu	12	22.2	19.1	20.1	14	18	23	26	15	16	19	21	19	22.3	13	15	14	16	18	19	12	20.3	17	21	11	15	15	16	12	14			
1975	Shih Tzu	12	20.2	19.1	19.1	8	15	19	23	19	21	18	19	19	19	13	15	8	15	16	17	12	13	15	22	11	16	16	18	12	19			
1976	Shih Tzu	19.2	20.2	19.1	20.1	12	15	27	29	16	18	16	20	16	19	15	15	13	14	17	19	13	15	12	15	13	13	16	19	14	16			
1977	Shih Tzu	12	14	19.1	21.1	20	20	19	28	16	20	18	19	19	19	12	14	8	15	15	19	14	20.3	10	17	13	16	16	16	12	19			
1978	Shih Tzu	12	12	17.1	22.1	12	14	20	23	16	16	17	19	15	19	14	14	14	15	16	18	13	14	21	21	13	15	14	16	18	19			
1979	Shih Tzu	12	18.2	19.1	21.1	12	18	23	23	16	16	20	20	17	19	15	15	13	13	18	18	14	19.3	19	22	13	16	16	16	12	19			
1980	Shih Tzu	12	22.2	20.1	21.1	14	16	19	23	16	22	20	21	17	19	14	14	13	13	16	17	13	14	10	10	12	15	15	16	12	12			
1981	Shih Tzu	21.2	22.2	19.1	23	12	13	22	23	15	23	19	19	20	22	15	15	9	15	16	19	12	14	19	21	12	16	16	18	14	19			
1982	Shih Tzu	12	12	20.1	21.1	14	18	21	29	16	22	19	19	19	21	15	15	9	13	16	16	12	13	20	21	12	15	16	16	14	19			
1983	Shih Tzu	12	12	20.1	21.1	8	15	19	21	20	21	19	20	19	19	12	15	13	15	16	18	12	13	17	21	12	15	16	16	14	19			
1984	Shih Tzu	14	23.2	19.1	19.1	12	14	21	23	16	21	20	21	17	19	15	15	9	13	18	21	20.3	21.3	10	12	12	13	15	16	12	15			
1985	Shih Tzu	21.2	21.2	17.1	21.1	8	18	21	23	16	16	18	21	17	17	13	15	13	15	13	18	13	13	13	20	12	12	16	18	14	14			
1986	Shih Tzu	12	12	19.1	19.1	14	18	19	23	15	19	19	19	19	19	15	15	8	8	16	16	12	13	20	21	12	12	16	16	14	14			
1987	Shih Tzu	12	12	19.1	21.1	12	18	19	19	16	20	20	20	17	19	13	15	13	15	16	18	13	14	10	21	12	15	15	16	19	19			
